IDX,발화자,발화문,카테고리,QA번호,QA여부,감성,인텐트,가격,수량,크기,장소,조직,사람,시간,날짜,상품명,상담번호,상담내순번
241,c,안그래도 요즘 키가 별로 안크는거 같아서 조금 그랬는데 잘됐네요,병원,29,q,m,제품_일반_확인,,,,,,,,,,4721,46
242,s,이게 젤리로 나와서 아이들이 너무 잘먹더라구요,병원,29,a,m,제품_일반_확인,,,,,,,,,,4721,47
243,s,만약에 락카  원하시면은 둘중에 서비스 하나 드릴수 있는거는,병원,45,q,m,제품_일반_확인,,,,,,,,,락카,9526,50
244,s,락카 1년치를 서비스 받거나 아니면은 요거 1년에서 2개월  서비스 받거나,병원,45,q,m,제품_일반_확인,,,,,,,,,락카,9526,51
245,c,네 그래요? 그래가지고 금액알고싶어서 앉아있었는데 일단그거 생각좀해볼게요,병원,55,q,m,제품_일반_확인,,,,,,,,,,9526,63
246,s,생각좀,병원,55,a,m,제품_일반_확인,,,,,,,,,,9526,64
247,c,집에 감기약같은게 다 떨어져서,병원,9,q,m,제품_일반_확인,,,,,,,,,감기약,12369,11
248,c,해열제도 없어,병원,11,q,m,제품_일반_확인,,,,,,,,,해열제,12369,14
249,c,해열제 있어,병원,11,a,m,제품_일반_확인,,,,,,,,,해열제,12369,15
250,c,해열제있어 아 그거야 알약통에 있는거,병원,12,q,m,제품_일반_확인,,,,,,,,,해열제,12369,16
251,c,우리거 얘네들 것,병원,12,a,m,제품_일반_확인,,,,,,,,,,12369,17
252,c,처음본거여서,병원,36,q,m,제품_일반_확인,,,,,,,,,,8033,57
253,c,아그래요,병원,36,a,m,제품_일반_확인,,,,,,,,,,8033,58
254,c,어머님도 드리는,병원,54,q,m,제품_일반_확인,,,,,,,,,,8033,88
255,c,한개 아 이게 왜냐면 한달먹거든요 하고 또사는게 이게 네,병원,54,q,m,제품_일반_확인,,한개,,,,,,,,8033,89
256,s,그러면 두분이 드시는,병원,54,a,m,제품_일반_확인,,,,,,,,,,8033,90
257,c,집에요,병원,3,q,m,제품_일반_확인,,,,집,,,,,,10985,9
258,s,네 집에그냥상시거주하고계시는분,병원,3,a,m,제품_일반_확인,,,,집,,,,,,10985,10
259,c,아니요 낮에는 거의다 나가고요 오후쯤부터 딸아이가 학교갔다오고 저는 밤늦게 들어오고,병원,4,q,m,제품_일반_확인,,,,,,,,,,10985,11
260,c,네네 푸들이요,병원,14,q,m,제품_일반_확인,,,,,,,,,,10985,76
261,s,검정이요,병원,16,q,m,제품_일반_확인,,,,,,,,,,10985,79
262,s,검정푸들은 지금없구요,병원,16,q,m,제품_일반_확인,,,,,,,,,검정푸들,10985,80
263,s,가장 인기많은 초코푸들 이나,병원,16,q,m,제품_일반_확인,,,,,,,,,초코푸들,10985,81
264,s,화이트푸들은 있어요,병원,16,q,m,제품_일반_확인,,,,,,,,,화이트푸들,10985,82
265,s,근데 얘네들은 아이들이라서,병원,16,q,m,제품_일반_확인,,,,,,,,,,10985,83
266,s,배변훈련이나 이런것도 시키셔야 되는데,병원,16,q,m,제품_일반_확인,,,,,,,,,,10985,84
267,s,어려움이 있지않을까요,병원,16,q,m,제품_일반_확인,,,,,,,,,,10985,85
268,s,종아리 네 네,병원,3,q,m,제품_일반_확인,,,,,,,,,,6838,4
269,c,고관절이요,병원,7,q,m,제품_일반_확인,,,,,,,,,,6838,15
270,s,신경이 혈액처럼 타고들어가는거여서 고관절에 문제있어도 다리가 굉장히 통증이 심해요,병원,7,a,m,제품_일반_확인,,,,,,,,,,6838,16
271,s,혈관 하지쪽에,병원,10,q,m,제품_일반_확인,,,,,,,,,,6838,21
272,c,제가 다리봤을때 크게는 없었던거같아요,병원,10,a,m,제품_일반_확인,,,,,,,,,,6838,22
273,c,영양을 충 보충을,병원,19,q,m,제품_일반_확인,,,,,,,,,,6838,44
274,c,보충하는걸로 보조로,병원,19,q,m,제품_일반_확인,,,,,,,,,,6838,45
275,s,하시는게 낫지 않을까,병원,20,q,m,제품_일반_확인,,,,,,,,,,6838,46
276,c,맞는 말씀이에요,병원,20,a,p,제품_일반_확인,,,,,,,,,,6838,47
277,s,혈액검사도 해보시고 진짜 미네랄 철분이부족할수도있고 의외로 아니면 골다골증이 있어도 아프거든요,병원,21,q,m,제품_일반_확인,,,,,,,,,,6838,48
278,c,다리요,병원,22,q,m,제품_일반_확인,,,,,,,,,,6838,49
279,s,뼈가 뼈가 약하니까 사실 여기가 아프다고는 하는데 뼈가 아픈걸수도 있거든요 그러니까,병원,22,a,m,제품_일반_확인,,,,,,,,,,6838,50
280,c,신경인지 골다공증인지,병원,23,q,m,제품_일반_확인,,,,,,,,,,6838,51
281,s,골다공증검사도 한번해보고 여러가지를 의심할수있는거에요 통증이,병원,23,a,m,제품_일반_확인,,,,,,,,,,6838,52
282,c,서울쪽으로,병원,28,q,m,제품_일반_확인,,,,서울,,,,,,6838,65
283,s,아예 예약을 해가지고 그거 지역상관없거든요,병원,28,a,m,제품_일반_확인,,,,,,,,,,6838,66
284,s,치통?,병원,2,q,m,제품_일반_확인,,,,,,,,,,5872,3
285,s,타이레놀?,병원,4,q,m,제품_일반_확인,,,,,,,,,타이레놀,5872,5
286,c,네,병원,4,a,m,제품_일반_확인,,,,,,,,,,5872,6
287,s,그렇게 하시면 기본적인 약들이니까 나이들면 기본적으로 먹어야 하잖아요,병원,31,q,m,제품_일반_확인,,,,,,,,,,9631,53
288,c,너무 많아가지고 지금 오늘은 이만큼 먹고 내일은 이만큼 너무많으니까,병원,31,a,m,제품_일반_확인,,,,,,,,,,9631,54
289,s,근데 사모님 연령이시면 최소한 5 6 가지는 되고 많이 먹으면 열가지도 먹어요,병원,34,q,m,제품_일반_확인,,,,,,,,,,9631,59
290,c,예 예 10몇가지 먹어요,병원,34,a,m,제품_일반_확인,,,,,,,,,,9631,60
291,s,그게 나이에 따라서 옛날에는 젊었을때는 그런약을 안 먹었잖아요 나이들고 늙으면 누구나 다 저도 지금 7가지 약을 먹어요,병원,35,q,m,제품_일반_확인,,,,,,,,,,9631,61
292,c,내가 잘못 먹으면 어떻게 할까 해서,병원,36,q,m,제품_일반_확인,,,,,,,,,,9631,62
293,s,약사들 약 안먹을거같죠  약많이 먹어요 어쩔수 없어요 세월이 가면 다그래요,병원,36,a,m,제품_일반_확인,,,,,,,,,,9631,63
294,c,이거는 다음에 와서 살게요 이게 남아있어요,병원,61,q,m,제품_일반_확인,,,,,,,,,,9631,104
295,s,그러면 다음에 와서,병원,61,a,m,제품_일반_확인,,,,,,,,,,9631,105
296,c,녹용이 남아있어요,병원,62,q,m,제품_일반_확인,,,,,,,,,,9631,106
297,s,아 네 네,병원,62,a,m,제품_일반_확인,,,,,,,,,,9631,107
298,c,아 원주 소방서 뒷 쪽이요,병원,28,q,m,제품_일반_확인,,,,원주 소방서,,,,,,8772,73
299,s,예예,병원,28,a,m,제품_일반_확인,,,,,,,,,,8772,74
300,c,롯데시네마 근처 말씀하시는 거죠,병원,28,a,m,제품_일반_확인,,,,,,,,,,8772,75
301,c,콧물도 좀나오고 목도 칼칼하고 머리도 약간 아프고,병원,3,q,m,제품_일반_확인,,,,,,,,,,12196,3
302,s,이거요,병원,3,a,m,제품_일반_확인,,,,,,,,,,12196,4
303,c,아 샵을 하나 처음에 분양 받으면 거기서 계속 케어를 받는게 좋은거죠,병원,32,q,m,제품_일반_확인,,,,,,,,,,13252,44
304,s,그렇죠 뭐 가까운 데서 조금 이상이 있으면 저희한테 데리고 오시면 저희가,병원,32,a,m,제품_일반_확인,,,,,,,,,,13252,45
305,s,단골고객님들이 한박스말고 계속 많이 주문해주시고 할인해달라고 하니까,병원,34,q,m,제품_일반_확인,,한박스,,,,,,,,12611,64
306,c,이런거는 선물용으로도 좋고 민들레,병원,34,a,m,제품_일반_확인,,,,,,,,,민들레,12611,65
307,c,아 2박스는먹고,병원,37,q,m,제품_일반_확인,,2박스,,,,,,,,12611,70
308,s,나눔배송도 가능해요 저희는,병원,37,a,m,제품_일반_확인,,,,,,,,,,12611,71
309,s,환같은거 먹어서 개인차 있으실수 있는데 느끼시는게 잘 안찾아요 옛날에 잠깐 유행했을 때 있었는데   환으로 다 나왔을 때,병원,31,q,m,제품_일반_확인,,,,,,,,,,11539,55
310,c,네 환으로 동그란거 매달 이렇게 먹고 이랬던거 같은데,병원,31,a,m,제품_일반_확인,,,,,,,,,,11539,56
311,s,산수유도 환으로 나오고 다 그랬는데,병원,32,q,m,제품_일반_확인,,,,,,,,,산수유,11539,57
312,c,네네,병원,32,a,m,제품_일반_확인,,,,,,,,,,11539,58
313,s,예전에 잠깐유행 했을때는 좀 판매가 됐었는데 그 이후로는 환 제품 자체를 없앤 회사들이 많아요 찾으시는 분들이 없어가지고,병원,35,q,m,제품_일반_확인,,,,,,,,,,11539,63
314,c,어르신들은 그렇고,병원,63,q,m,제품_일반_확인,,,,,,,,,,11539,118
315,s,예 맞아요 또 어디가 안 좋으시다 안좋으시다 하시면은 세부적으로 들어가서 일반적으로는 그렇게 무난하게 챙겨드시는 보조식품은 흑마늘이 제일 나아요,병원,63,a,m,제품_일반_확인,,,,,,,,,,11539,119
316,c,많이 아프다하면 병원에가서 아무래도 치료를 받고 약을 할텐데,병원,64,q,m,제품_일반_확인,,,,,,,,,,11539,120
317,s,그렇죠,병원,64,a,m,제품_일반_확인,,,,,,,,,,11539,121
318,c,그런거 저도 이해해요 즙내는거 깨끗한거 내면 뭐 의미가 있어서  그런거 내는게 더나을수도 있고 눈에 보여서 먹는거야 그렇지만 즙내서 먹는거는 그런게 나을수도 있죠,병원,79,q,m,제품_일반_확인,,,,,,,,,,11539,146
319,s,건강생각해서 드시면 요즘에는 좋은거찾아서 많이 드시더라고요,병원,79,a,m,제품_일반_확인,,,,,,,,,,11539,147
320,c,신랑이 사랑니를 뽑아 가지구요,병원,4,q,m,제품_일반_확인,,,,,,,,,,11271,6
321,s,아 네 술이랑 담배는 하시면 안돼요,병원,4,a,m,제품_일반_확인,,,,,,,,,,11271,7
322,s,병원마다 쓰는 약이 조금 달라서요,병원,7,q,m,제품_일반_확인,,,,,,,,,,6865,10
323,c,그 쪽에 사람이 많길래 여기로 왔는데 없네요,병원,7,a,m,제품_일반_확인,,,,,,,,,,6865,11
324,s,이게 몸살에 일단 3개드리고요,병원,40,q,m,제품_일반_확인,,3개,,,,,,,,11565,64
325,c,3개,병원,40,a,m,제품_일반_확인,,3개,,,,,,,,11565,65
326,s,그니깐 이게 뭐 몇번 이렇게 복용하라고 복용법이 나올거에요 의약품이 아니고 건강식품이 기 때문에 확실한 그런 효과를 오래 복용해가지고 체형적으로 얻는거지 그거를 많은 사람들 대상으로 실험해가지고 데이터로 나온게 아니여서,병원,69,q,m,제품_일반_확인,,,,,,,,,,11565,107
327,c,네 네,병원,69,a,m,제품_일반_확인,,,,,,,,,,11565,108
328,s,이렇다 저렇다 제가 말씀드리기가 그렇게 개인적으로 자기가 먹어보면 좋다고 그러는데,병원,70,q,m,제품_일반_확인,,,,,,,,,,11565,109
329,s,마음에 평생가죠 그냥 건강식으로 건선그런거 생각하시지 말고,병원,80,q,m,제품_일반_확인,,,,,,,,,,11565,122
330,s,그냥 신거 자체를 좋고 그러니까,병원,80,q,m,제품_일반_확인,,,,,,,,,,11565,123
331,s,그냥 건강식품물을 조금 먹어보는거 외에는 이런 의약품도 일반의약품하고 전문의약품나누듯이,병원,80,q,m,제품_일반_확인,,,,,,,,,,11565,124
332,s,그보다 더 낮은 가격이 건강식품이고 아무나 팔수 있는거잖아요,병원,80,q,m,제품_일반_확인,,,,,,,,,,11565,125
333,s,그거는 효과 검증된게 아니에요 사실은,병원,84,q,m,제품_일반_확인,,,,,,,,,,11565,126
334,c,그렇죠,병원,84,a,m,제품_일반_확인,,,,,,,,,,11565,127
335,s,다 그냥 뭐 뭐 하드라 먹어보니 그렇더라 개인적인 그런거지 그게 딱 데이터가 나와있는게 아니라,병원,85,q,m,제품_일반_확인,,,,,,,,,,11565,128
336,c,아 그런거는아니지 한번여쭤보는 거에요 혹시,병원,85,a,m,제품_일반_확인,,,,,,,,,,11565,129
337,s,저도 그런 데이터가 없으니까 이렇게 그런걸로 인포메이션을 받고 공부하고 그런거는없어요,병원,86,q,m,제품_일반_확인,,,,,,,,,,11565,130
338,c,아 감사합니다 좀 속이 뚫리는 거같아요,병원,86,a,m,제품_일반_확인,,,,,,,,,,11565,131
339,c,어떻게 해야돼,병원,88,q,m,제품_일반_확인,,,,,,,,,,11565,132
340,s,건강식품을 한번 먹어보고 싶으면 호기심에 한번먹어보고 싶으면 기대하지는 마세요,병원,88,a,m,제품_일반_확인,,,,,,,,,,11565,133
341,c,간 약 드실텐데,병원,22,q,m,제품_일반_확인,,,,,,,,,,11096,33
342,c,아 이거 되게 많이 봤어요,병원,43,q,m,제품_일반_확인,,,,,,,,,,11096,71
343,s,이거요,병원,43,a,m,제품_일반_확인,,,,,,,,,,11096,72
344,s,캡슐 이런종류가 있고요 그다음에 순수하게 저렇게 빨간박스있죠,병원,49,q,m,제품_일반_확인,,,,,,,,,,11096,82
345,c,네,병원,49,a,m,제품_일반_확인,,,,,,,,,,11096,83
346,s,저 삼을 달여놓은게 있고요,병원,50,q,m,제품_일반_확인,,,,,,,,,,11096,84
347,c,홍삼도 좋긴한데,병원,55,q,m,제품_일반_확인,,,,,,,,,,11096,93
348,s,여기에 있는 제품들은 이 삼을 달여놓은거에요,병원,55,a,m,제품_일반_확인,,,,,,,,,,11096,94
349,c,여기도 홍삼,병원,60,q,m,제품_일반_확인,,,,,,,,,,11096,102
350,c,여기것도 써봐야겠어요 어머니 화장품 설화수만 사드리거든요,병원,83,q,m,제품_일반_확인,,,,,,,,,,11096,145
351,s,그거 잠깐만 보여드리려고요 이거 요쪽에 한번 올려볼까요 이렇게 있는데 이거는 이것도홍삼이 들어갔지만은 부드럽게 그냥 이렇게 스며들죠 이거는 제가 뭐를 보여드릴려고 이게 홍삼사포닌이에요 홍삼콜라겐이 굉장히 많이 들어가있어요,병원,83,a,m,제품_일반_확인,,,,,,,,,,11096,146
352,c,저도 그래요 못자요 저런게 저거 아니면은 이피부가,병원,86,q,m,제품_일반_확인,,,,,,,,,,11096,151
353,s,그니까요,병원,86,a,m,제품_일반_확인,,,,,,,,,,11096,152
354,c,아 이거 써봐야 되겠어요,병원,91,q,m,제품_일반_확인,,,,,,,,,,11096,161
355,s,이거는 엄마가 쓰시는거고 우리 고객님은 아주 젊은 분이시니까 수분감 미백라인 이거는 윤기와 보습라인 젊은 친구들은 저거를 좀 많이 쓰는 편이죠,병원,91,a,m,제품_일반_확인,,,,,,,,,,11096,162
356,c,아 ooo에서 만든거에요,병원,94,q,m,제품_일반_확인,,,,,,,,,,11096,167
357,s,계열로 따로 나와있는거를 흡수해서 이런 제품만드는 6년근 고급원료로 해서 만드니까,병원,94,a,m,제품_일반_확인,,,,,,,,,,11096,168
358,c,아 그런거같아요,병원,98,q,m,제품_일반_확인,,,,,,,,,,11096,175
359,s,홍삼 행사할때 이런거를 사은품으로 주는 행사가 있어요 사은품으로 이거를 받아가시면,병원,98,a,m,제품_일반_확인,,,,,,,,,,11096,176
360,c,진짜 효과가 좋나보다,병원,99,q,m,제품_일반_확인,,,,,,,,,,11096,177
361,s,득달같이 쫓아와서 이게 뭐냐고,병원,99,a,m,제품_일반_확인,,,,,,,,,,11096,178
362,c,그랬구나,병원,100,q,m,제품_일반_확인,,,,,,,,,,11096,179
363,s,좋은거니까,병원,100,a,m,제품_일반_확인,,,,,,,,,,11096,180
364,s,그래서 가맹점쪽으로 제품이 내려오면 저희가 배송만 진행하다보니까 이유식 관련해서는 베이비밀 콜센터 전용 상담사들이 따로 계세요. 괜찮으시면 이 쪽에 전문적으로  상담 할 수 있으신 분으로 제가 연락처를 문자를 고객님께 하나 보내드릴께요,병원,6,q,m,제품_일반_확인,,,,,,,,,이유식,10368,8
365,c,아 그렇구나 들어본것 같아서 제가  ooo하고는 계열이 다르죠,병원,9,q,m,제품_일반_확인,,,,,,,,,,7111,15
366,s,ooo이 옛날에는 정부에서 했었기 때문에 ooo이고 개인장사가 되면서 oo에서 ooo이,병원,9,a,m,제품_일반_확인,,,,,,,,,,7111,16
367,s,저희가 통화번호로 안내문자를 하나보내드릴거거든요 금액이랑,병원,11,q,m,제품_일반_확인,,,,,,,,,,8478,11
368,s,평일이나 편한시간에 오시면 저희가 무료상담도 해드리거든요,병원,13,q,m,제품_일반_확인,,,,,,,,,,8478,13
369,s,아 그래요 파락원에서도 어떤 남성분이 오셨는데 아파트보다는 전문적으로 받고싶다고 하셔가지고요 오셔서 등록하신분도 계세요 9동에서도 많이 찾아오세요 회원님 편하게 오시면 저희가 상담해드릴테니깐요 시간내셔서 방문하시면 될거같아요,병원,13,q,m,제품_일반_확인,,,,,,,,,,8478,25
370,c,아 이것도 정인가 아 이렇게 되있구나,병원,21,q,m,제품_일반_확인,,,,,,,,,,13338,44
371,s,하나씩 드셔도 되고,병원,21,a,m,제품_일반_확인,,,,,,,,,,13338,45
372,c,하나씩이요 하나에 6만원인가요,병원,21,q,m,제품_일반_확인,6만원,,,,,,,,,13338,46
373,c,좀 더 비교해보고 다시 사러 오겠습니다,병원,22,q,m,제품_일반_확인,,,,,,,,,,13338,47
374,s,그거하나 이거 하나사지,병원,22,a,m,제품_일반_확인,,,,,,,,,,13338,48
375,s,농장을 갖고있는 회사가 없잖아요 다 구매하고이제 유통하거나 딴데서 생산된거를 하는데,병원,14,q,m,제품_일반_확인,,,,,,,,,,13082,32
376,c,생산된거,병원,14,a,m,제품_일반_확인,,,,,,,,,,13082,33
377,s,전세계 네곳에 농장을 갖고있기 때문에 유기농으로 농사를 지어서 야채 과일 식물 뿌리 이런것들을 직접키워서 직접만들기 때문에 믿을수 있는거죠 옛날에 우리가 퇴비로 농사지을때보다 공기도 안좋아지고,병원,14,a,m,제품_일반_확인,,,,,,,,,,13082,34
378,c,공기도 안좋고 수질도 안좋고,병원,14,a,m,제품_일반_확인,,,,,,,,,,13082,35
379,c,얘가 클린팩이라고,병원,17,q,m,제품_일반_확인,,,,,,,,,클린팩,13082,41
380,s,클린팩 여기가 두가지가 들어있는데요 몸에 탄수화물이 안 쌓이게,병원,17,a,m,제품_일반_확인,,,,,,,,,클린팩,13082,42
381,c,클린 스마트,병원,17,a,m,제품_일반_확인,,,,,,,,,클린 스마트,13082,43
382,s,클린 스마트 몸에 탄수화물이 안쌓이고 체지방을 분해해주는거에요 이거다 배변에 좋은,병원,17,a,m,제품_일반_확인,,,,,,,,,,13082,44
383,c,지금먹어야돼 언제먹어야돼,병원,22,q,m,제품_일반_확인,,,,,,,,,,13082,53
384,c,지금 먹어야 된다고,병원,22,a,m,제품_일반_확인,,,,,,,,,,13082,54
385,c,살짝많이 먹었지,병원,23,q,m,제품_일반_확인,,,,,,,,,,13082,55
386,s,식사하시고 다 먹는분들도 많고,병원,23,a,m,제품_일반_확인,,,,,,,,,,13082,56
387,c,위가 좀 아프거든요,병원,16,q,m,제품_일반_확인,,,,,,,,,,11646,41
388,s,권해주신분한테 너무 부담스러운 크기니깐 한두번 먹어보겠다 하시고 한 포정도 얻어먹어보세요,병원,16,a,m,제품_일반_확인,,,,,,,,,,11646,42
389,c,그러고 나서 사는게,병원,16,a,m,제품_일반_확인,,,,,,,,,,11646,43
390,s,괜찮으시면 드시고 저희가 샘플팩을 드릴수는 없으니까,병원,16,a,m,제품_일반_확인,,,,,,,,,,11646,44
391,c,네 그렇죠,병원,16,a,m,제품_일반_확인,,,,,,,,,,11646,45
392,c,여기 브랜드는 처음봐가지고,병원,10,q,m,제품_일반_확인,,,,,,,,,,12487,23
393,c,병원에서 진료 받는 시간이  너무 오래 걸리네요,병원,5,q,m,제품_일반_확인,,,,,,,,,,8810,9
394,s,네,병원,5,a,m,제품_일반_확인,,,,,,,,,,8810,10
